time (s)	time(hydraulic residence times)	pH probe (pH)	ANC_out	C_T	[H^+] concentration (M)	alpha 2	ANC_out closed	alpha 0	alpha 1	ANC_out open
515	0.619511608	6.233086109	0.000528509	0.000990301	5.84674E-07	3.95635E-05	0.000456573	0.53842141	0.461539027	8.00598E-06
516	0.620714543	6.25581646	0.000526671	0.000989111	5.5486E-07	4.28661E-05	0.000468948	0.525389653	0.474567481	8.49747E-06
517	0.621917479	6.249310017	0.000524836	0.000987922	5.63235E-07	4.18965E-05	0.000464684	0.529124249	0.470833854	8.35446E-06
518	0.623120414	6.255664349	0.000523002	0.000986734	5.55055E-07	4.28432E-05	0.000467733	0.525476997	0.47448016	8.49411E-06
519	0.624323349	6.259055138	0.000521171	0.000985548	5.50738E-07	4.33562E-05	0.000469094	0.523529615	0.476427028	8.56936E-06
520	0.625526284	6.217374802	0.000519343	0.000984363	6.06213E-07	3.74157E-05	0.00044497	0.547399459	0.452563126	7.67916E-06
521	0.626729219	6.252902508	0.000517516	0.000983179	5.58596E-07	4.24294E-05	0.000464483	0.527062593	0.472894978	8.43319E-06
522	0.627932154	6.236535549	0.000515692	0.000981997	5.80049E-07	4.00496E-05	0.000454685	0.536446715	0.463513235	8.07912E-06
523	0.62913509	6.243774891	0.00051387	0.000980817	5.7046E-07	4.10871E-05	0.000458217	0.532298773	0.46766014	8.23428E-06
524	0.630338025	6.208241463	0.00051205	0.000979638	6.19097E-07	3.62158E-05	0.000437718	0.552604827	0.447358957	7.49383E-06
525	0.63154096	6.24665308	0.000510232	0.00097846	5.66692E-07	4.15062E-05	0.000458733	0.530648375	0.469310119	8.29661E-06
526	0.632743895	6.228572846	0.000508416	0.000977284	5.90782E-07	3.89355E-05	0.000448034	0.541003278	0.458957786	7.91104E-06
527	0.63394683	6.237184048	0.000506603	0.000976109	5.79183E-07	4.01415E-05	0.000452318	0.536075341	0.463884518	8.09293E-06
528	0.635149765	6.185499191	0.000504791	0.000974935	6.5238E-07	3.33766E-05	0.000422991	0.565513928	0.434452696	7.04657E-06
529	0.636352701	6.221532345	0.000502982	0.000973763	6.00437E-07	3.79736E-05	0.00044249	0.545026437	0.45493559	7.76465E-06
530	0.637555636	6.204114914	0.000501175	0.000972593	6.25007E-07	3.5685E-05	0.000432275	0.554952964	0.445011351	7.41118E-06
531	0.638758571	6.198000908	0.000499371	0.000971423	6.33868E-07	3.49115E-05	0.00042837	0.558427487	0.441537602	7.28996E-06
532	0.639961506	6.187226772	0.000497568	0.000970255	6.4979E-07	3.3585E-05	0.000421909	0.564536197	0.435430218	7.07985E-06
533	0.641164441	6.223776341	0.000495768	0.000969089	5.97343E-07	3.82779E-05	0.000441608	0.543744762	0.45621696	7.81108E-06
534	0.642367376	6.195759773	0.00049397	0.000967924	6.37148E-07	3.46318E-05	0.000425589	0.559699685	0.440265683	7.24589E-06
535	0.643570312	6.205031395	0.000492173	0.00096676	6.2369E-07	3.58023E-05	0.000430185	0.554431665	0.445532532	7.42948E-06
536	0.644773247	6.149962902	0.00049038	0.000965598	7.08006E-07	2.93396E-05	0.000399573	0.58550223	0.41446843	6.38597E-06
537	0.645976182	6.215661049	0.000488588	0.000964437	6.0861E-07	3.71879E-05	0.000435006	0.548377005	0.451585807	7.64413E-06
538	0.647179117	6.186997414	0.000486798	0.000963278	6.50134E-07	3.35573E-05	0.000418745	0.564666032	0.435300411	7.07543E-06
539	0.648382052	6.195842266	0.000485011	0.00096212	6.37027E-07	3.4642E-05	0.000423079	0.559652871	0.440312487	7.24751E-06
540	0.649584987	6.16327095	0.000483225	0.000960963	6.8664E-07	3.07967E-05	0.00040484	0.578046033	0.42192317	6.62812E-06
541	0.650787923	6.195491791	0.000481442	0.000959808	6.37541E-07	3.45984E-05	0.000421869	0.559851755	0.440113646	7.24063E-06
542	0.651990858	6.192421913	0.000479661	0.000958654	6.42064E-07	3.42189E-05	0.000419687	0.56159299	0.438372792	7.18061E-06
543	0.653193793	6.202661514	0.000477882	0.000957501	6.27102E-07	3.54998E-05	0.000424765	0.555779415	0.444185085	7.38223E-06
544	0.654396728	6.165709972	0.000476106	0.00095635	6.82795E-07	3.10707E-05	0.000404208	0.57667553	0.423293399	6.67316E-06
545	0.655599663	6.21365881	0.000474331	0.0009552	6.11422E-07	3.69233E-05	0.00042974	0.549518634	0.450444443	7.60335E-06
546	0.656802598	6.21052742	0.000472559	0.000954052	6.15847E-07	3.65128E-05	0.000427516	0.551303027	0.44866046	7.5399E-06
547	0.658005534	6.206741333	0.000470788	0.000952905	6.21239E-07	3.6022E-05	0.000424941	0.553458726	0.446505252	7.4637E-06
548	0.659208469	6.181384563	0.00046902	0.00095176	6.5859E-07	3.28848E-05	0.0004107	0.56784055	0.432126565	6.96775E-06
549	0.660411404	6.203596115	0.000467254	0.000950615	6.25754E-07	3.56188E-05	0.000422212	0.555248005	0.444716376	7.40084E-06
550	0.661614339	6.19742775	0.00046549	0.000949472	6.34705E-07	3.48398E-05	0.000418366	0.558752918	0.441212242	7.27867E-06
551	0.662817274	6.171404362	0.000463728	0.000948331	6.739E-07	3.17191E-05	0.000403861	0.57347125	0.426497031	6.77916E-06
552	0.664020209	6.174328804	0.000461969	0.000947191	6.69378E-07	3.20567E-05	0.000404941	0.571823223	0.42814472	6.83404E-06
553	0.665223144	6.154165268	0.000460211	0.000946052	7.01188E-07	2.97929E-05	0.000393701	0.583151801	0.416818406	6.46178E-06
554	0.66642608	6.192158222	0.000458455	0.000944915	6.42454E-07	3.41864E-05	0.000413521	0.561742485	0.438223329	7.17547E-06
555	0.667629015	6.15313673	0.000456702	0.000943779	7.02851E-07	2.96813E-05	0.000392209	0.583727427	0.416242892	6.44317E-06
556	0.66883195	6.169999123	0.000454951	0.000942644	6.76084E-07	3.15579E-05	0.000400687	0.574262574	0.425705868	6.75289E-06
557	0.670034885	6.140573502	0.000453202	0.000941511	7.2348E-07	2.83494E-05	0.00038464	0.59073963	0.409232021	6.21875E-06
558	0.67123782	6.134026051	0.000451455	0.000940379	7.3447E-07	2.76768E-05	0.000380742	0.594379716	0.405592607	6.10387E-06
559	0.672440755	6.161738873	0.00044971	0.000939249	6.89066E-07	3.06257E-05	0.000394866	0.578906305	0.421063069	6.59993E-06
560	0.673643691	6.166769028	0.000447967	0.000938119	6.81132E-07	3.11904E-05	0.00039705	0.576080071	0.423888739	6.69279E-06
561	0.674846626	6.139363766	0.000446226	0.000936992	7.25498E-07	2.8224E-05	0.000382157	0.591412951	0.408558825	6.19742E-06
562	0.676049561	6.197357178	0.000444487	0.000935865	6.34809E-07	3.48309E-05	0.000412324	0.558792985	0.441172184	7.27728E-06
563	0.677252496	6.172001839	0.000442751	0.00093474	6.72974E-07	3.17878E-05	0.00039838	0.573134682	0.42683353	6.79035E-06
564	0.678455431	6.186113358	0.000441016	0.000933616	6.51458E-07	3.34505E-05	0.000405363	0.565166396	0.434800154	7.05839E-06
565	0.679658366	6.156424999	0.000439284	0.000932494	6.97549E-07	3.00392E-05	0.000389233	0.581886336	0.418083625	6.50279E-06
566	0.680861302	6.192759514	0.000437554	0.000931373	6.41565E-07	3.42604E-05	0.000407905	0.561401576	0.438564164	7.18719E-06
567	0.682064237	6.180603027	0.000435825	0.000930253	6.59777E-07	3.27922E-05	0.000400993	0.568282135	0.431685072	6.95285E-06
568	0.683267172	6.187966824	0.000434099	0.000929135	6.48684E-07	3.36746E-05	0.000404392	0.564117208	0.435849118	7.09414E-06
569	0.684470107	6.149253845	0.000432375	0.000928018	7.09163E-07	2.92638E-05	0.000383626	0.585898433	0.414072303	6.37324E-06
570	0.685673042	6.152656555	0.000430653	0.000926902	7.03629E-07	2.96294E-05	0.000384933	0.583996081	0.415974289	6.43449E-06
571	0.686875977	6.147054195	0.000428933	0.000925788	7.12764E-07	2.90296E-05	0.000381561	0.587126832	0.412844139	6.33386E-06
572	0.688078913	6.156871319	0.000427215	0.000924675	6.96833E-07	3.00881E-05	0.000386196	0.581636266	0.418333646	6.51091E-06
573	0.689281848	6.133158684	0.000425499	0.000923563	7.35938E-07	2.75888E-05	0.000373474	0.594861164	0.405111247	6.08876E-06
574	0.690484783	6.135855198	0.000423786	0.000922453	7.31383E-07	2.78632E-05	0.000374411	0.593363819	0.406608318	6.13583E-06
575	0.691687718	6.145484924	0.000422074	0.000921344	7.15344E-07	2.88635E-05	0.000378916	0.588002532	0.411968605	6.30586E-06
576	0.692890653	6.155505657	0.000420364	0.000920236	6.99028E-07	2.99387E-05	0.000383632	0.582401305	0.417568757	6.48608E-06
577	0.694093588	6.131784439	0.000418657	0.00091913	7.38271E-07	2.74499E-05	0.000370975	0.595623591	0.404348959	6.06486E-06
578	0.695296524	6.122840881	0.000416951	0.000918025	7.53632E-07	2.65612E-05	0.000365967	0.600574023	0.399399415	5.91082E-06
579	0.696499459	6.113513947	0.000415248	0.000916921	7.69992E-07	2.56623E-05	0.000360795	0.605714842	0.394259496	5.75284E-06
580	0.697702394	6.122652531	0.000413546	0.000915819	7.53959E-07	2.65428E-05	0.00036499	0.600678062	0.399295395	5.9076E-06
581	0.698905329	6.097383499	0.000411847	0.000914718	7.99128E-07	2.41726E-05	0.000351813	0.61455005	0.385425778	5.48585E-06
582	0.700108264	6.08032608	0.00041015	0.000913618	8.31139E-07	2.26833E-05	0.000342894	0.62381143	0.376165887	5.21174E-06
583	0.701311199	6.087946892	0.000408454	0.00091252	8.16682E-07	2.3338E-05	0.000346262	0.619684418	0.380292244	5.33319E-06
584	0.702514134	6.099821568	0.000406761	0.000911423	7.94655E-07	2.43926E-05	0.000351761	0.613219312	0.386756295	5.52571E-06
585	0.70371707	6.089749813	0.00040507	0.000910327	8.13299E-07	2.34954E-05	0.000346323	0.618705494	0.381271011	5.36216E-06
586	0.704920005	6.03925848	0.000403381	0.000909233	9.13569E-07	1.94343E-05	0.000321228	0.645730584	0.354249982	4.58401E-06
587	0.70612294	6.035225868	0.000401693	0.000908139	9.22092E-07	1.91394E-05	0.000318906	0.647851973	0.352128887	4.52467E-06
588	0.707325875	6.035513401	0.000400008	0.000907048	9.21481E-07	1.91603E-05	0.000318659	0.647700906	0.352279934	4.52889E-06
589	0.70852881	6.084039688	0.000398325	0.000905957	8.24063E-07	2.30002E-05	0.00034184	0.621802548	0.378174451	5.27072E-06
590	0.709731745	6.046326637	0.000396644	0.000904868	8.98821E-07	1.99612E-05	0.000323074	0.641998489	0.357981549	4.68898E-06
591	0.710934681	6.070925236	0.000394965	0.00090378	8.49327E-07	2.18986E-05	0.000334595	0.628877696	0.371100405	5.06414E-06
592	0.712137616	6.03216219	0.000393288	0.000902694	9.2862E-07	1.89181E-05	0.00031553	0.649459762	0.35052132	4.47985E-06
593	0.713340551	6.081595898	0.000391613	0.000901608	8.28713E-07	2.27912E-05	0.000338998	0.623124996	0.376852213	5.23186E-06
594	0.714543486	6.047514439	0.00038994	0.000900524	8.96366E-07	2.00511E-05	0.000322088	0.641369605	0.358610344	4.70674E-06
595	0.715746421	6.053700447	0.000388269	0.000899442	8.83689E-07	2.05249E-05	0.000324666	0.638086579	0.361892896	4.7998E-06
596	0.716949356	6.041581154	0.0003866	0.000898361	9.08696E-07	1.9606E-05	0.000318482	0.644506108	0.355474286	4.61837E-06
597	0.718152292	6.096244335	0.000384933	0.000897281	8.01227E-07	2.40705E-05	0.000344532	0.615171239	0.384804691	5.46728E-06
598	0.719355227	6.085888863	0.000383268	0.000896202	8.20562E-07	2.31595E-05	0.000339052	0.620800668	0.379176172	5.30023E-06
599	0.720558162	6.087893963	0.000381605	0.000895124	8.16782E-07	2.33334E-05	0.00033962	0.619713142	0.380263524	5.33234E-06
600	0.721761097	6.044882298	0.000379944	0.000894048	9.01816E-07	1.98525E-05	0.000318515	0.642762541	0.357217607	4.66743E-06
601	0.722964032	6.091609001	0.000378285	0.000892973	8.09825E-07	2.36588E-05	0.000340612	0.617695008	0.382281334	5.39213E-06
602	0.724166967	6.084646225	0.000376628	0.0008919	8.22913E-07	2.30524E-05	0.000336817	0.621474042	0.378502906	5.28039E-06
603	0.725369903	6.071075916	0.000374973	0.000890828	8.49032E-07	2.1911E-05	0.00032986	0.628796712	0.371181377	5.06649E-06
604	0.726572838	6.024859905	0.00037332	0.000889757	9.44365E-07	1.84E-05	0.000307581	0.653278215	0.346703385	4.37392E-06
605	0.727775773	6.048119545	0.000371669	0.000888687	8.95118E-07	2.0097E-05	0.000318129	0.641049042	0.358930861	4.7158E-06
606	0.728978708	6.050094605	0.00037002	0.000887619	8.91057E-07	2.02475E-05	0.000318679	0.640001854	0.359977898	4.74544E-06
607	0.730181643	6.074479103	0.000368373	0.000886551	8.42405E-07	2.21923E-05	0.000329903	0.626965724	0.373012084	5.11966E-06
608	0.731384578	5.828877926	0.000366728	0.000885486	1.48293E-06	8.53701E-06	0.00022221	0.747394631	0.252596832	1.90374E-06
609	0.732587514	6.045059681	0.000365085	0.000884421	9.01447E-07	1.98658E-05	0.000315159	0.642668745	0.35731139	4.67007E-06
610	0.733790449	6.081270218	0.000363444	0.000883358	8.29335E-07	2.27635E-05	0.000331963	0.623301098	0.376676139	5.2267E-06
611	0.734993384	6.192986012	0.000361805	0.000882296	6.4123E-07	3.42883E-05	0.000386492	0.561273146	0.438692566	7.19161E-06
612	0.736196319	5.963075638	0.000360167	0.000881235	1.08874E-06	1.45108E-05	0.000276731	0.684763631	0.315221858	3.52424E-06
613	0.737399254	5.984214306	0.000358532	0.000880176	1.03702E-06	1.57468E-05	0.00028578	0.674163096	0.325821157	3.80607E-06
614	0.738602189	5.912493706	0.000356899	0.000879118	1.22322E-06	1.19082E-05	0.000254312	0.709349171	0.29063892	2.88255E-06
615	0.739805125	5.935116768	0.000355268	0.000878061	1.16114E-06	1.30135E-05	0.0002636	0.698492917	0.30149407	3.1642E-06
616	0.74100806	5.930327416	0.000353638	0.000877005	1.17401E-06	1.27719E-05	0.000261237	0.7008104	0.299176828	3.10388E-06
617	0.742210995	5.919579983	0.000352011	0.000875951	1.20343E-06	1.22447E-05	0.000256368	0.705973503	0.294014253	2.96989E-06
618	0.74341393	5.900455952	0.000350386	0.000874898	1.2576E-06	1.13563E-05	0.000248079	0.71503076	0.284957884	2.73592E-06
619	0.744616865	5.943204403	0.000348762	0.000873846	1.13971E-06	1.34312E-05	0.000265791	0.694556406	0.305430163	3.26693E-06
620	0.7458198	5.950465202	0.000347141	0.000872795	1.12082E-06	1.38168E-05	0.000268596	0.69099794	0.308988243	3.36013E-06
621	0.747022735	5.962434292	0.000345521	0.000871746	1.09035E-06	1.44748E-05	0.00027346	0.685082335	0.314903191	3.51582E-06
622	0.748225671	5.915537357	0.000343903	0.000870698	1.21468E-06	1.20517E-05	0.000253133	0.70790208	0.292085868	2.91997E-06
623	0.749428606	5.909924984	0.000342288	0.000869651	1.23048E-06	1.17884E-05	0.000250494	0.710567161	0.289421051	2.85108E-06
624	0.750631541	5.911398888	0.000340674	0.000868606	1.22631E-06	1.1857E-05	0.000250802	0.709868662	0.290119481	2.86912E-06
625	0.751834476	5.912172318	0.000339062	0.000867561	1.22413E-06	1.18932E-05	0.000250819	0.709501727	0.29048638	2.8786E-06
626	0.753037411	5.919419289	0.000337452	0.000866518	1.20387E-06	1.2237E-05	0.000253528	0.706050305	0.293937458	2.9679E-06
627	0.754240346	5.875873089	0.000335845	0.000865477	1.33084E-06	1.03023E-05	0.00023546	0.726423253	0.273566445	2.44289E-06
628	0.755443282	5.915716648	0.000334239	0.000864436	1.21418E-06	1.20602E-05	0.000251378	0.707816705	0.292171235	2.92218E-06
629	0.756646217	5.864900112	0.000332635	0.000863397	1.3649E-06	9.86199E-06	0.000230546	0.731415829	0.268574309	2.31468E-06
630	0.757849152	5.895914555	0.000331032	0.000862359	1.27082E-06	1.11543E-05	0.000242659	0.717156772	0.282832074	2.68115E-06
631	0.759052087	5.878240109	0.000329432	0.000861322	1.32361E-06	1.03997E-05	0.000235265	0.725338732	0.274650869	2.47075E-06
632	0.760255022	5.858687401	0.000327834	0.000860287	1.38456E-06	9.62053E-06	0.000227281	0.734216839	0.26577354	2.24275E-06
633	0.761457957	5.909039021	0.000326238	0.000859253	1.23299E-06	1.17473E-05	0.000247121	0.710986548	0.289001705	2.84025E-06
634	0.762660893	5.912875176	0.000324643	0.00085822	1.22215E-06	1.19261E-05	0.000248394	0.709168035	0.290820039	2.88723E-06
635	0.763863828	5.882824421	0.000323051	0.000857188	1.30971E-06	1.05907E-05	0.00023595	0.72323071	0.276758699	2.52492E-06
636	0.765066763	5.883643627	0.00032146	0.000856157	1.30724E-06	1.06252E-05	0.000235991	0.722852962	0.277136413	2.53463E-06
637	0.766269698	5.911529541	0.000319871	0.000855128	1.22594E-06	1.18631E-05	0.000246945	0.709806696	0.290181441	2.87072E-06
638	0.767472633	5.932589531	0.000318285	0.0008541	1.16791E-06	1.28855E-05	0.000255323	0.699717074	0.30027004	3.13232E-06
639	0.768675568	5.903767586	0.0003167	0.000853073	1.24805E-06	1.15057E-05	0.000243197	0.713474405	0.28651409	2.77604E-06
640	0.769878504	5.908430576	0.000315117	0.000852048	1.23472E-06	1.17192E-05	0.000244791	0.711274358	0.288713923	2.83281E-06
641	0.771081439	5.920688629	0.000313536	0.000851023	1.20036E-06	1.22981E-05	0.000249493	0.705443315	0.294544387	2.98363E-06
642	0.772284374	5.926607609	0.000311957	0.00085	1.18411E-06	1.25871E-05	0.000251622	0.702603285	0.297384128	3.0573E-06
643	0.773487309	5.904502392	0.000310379	0.000848978	1.24594E-06	1.15391E-05	0.00024232	0.713128382	0.286860079	2.78497E-06
644	0.774690244	5.864602089	0.000308804	0.000847958	1.36583E-06	9.85028E-06	0.000226284	0.731550619	0.268439531	2.31122E-06
645	0.775893179	5.864087582	0.000307231	0.000846938	1.36745E-06	9.83009E-06	0.000225811	0.73178322	0.26820695	2.30524E-06
646	0.777096115	5.895383358	0.000305659	0.00084592	1.27238E-06	1.11309E-05	0.000237798	0.717404818	0.282584051	2.67477E-06
647	0.77829905	5.916255474	0.000304089	0.000844903	1.21268E-06	1.20858E-05	0.000245889	0.707560038	0.292427876	2.92882E-06
648	0.779501985	5.89640522	0.000302522	0.000843887	1.26939E-06	1.1176E-05	0.000237629	0.716927535	0.283061289	2.68706E-06
649	0.78070492	5.867566586	0.000300956	0.000842873	1.35654E-06	9.96735E-06	0.00022606	0.730207932	0.269782101	2.3457E-06
650	0.781907855	5.859211922	0.000299392	0.000841859	1.38289E-06	9.6407E-06	0.000222583	0.73398108	0.266009279	2.2488E-06
651	0.78311079	5.877332687	0.00029783	0.000840847	1.32638E-06	1.03623E-05	0.000229288	0.72575481	0.274234828	2.46006E-06
652	0.784313725	5.860583782	0.000296269	0.000839836	1.37853E-06	9.69364E-06	0.000222568	0.733363832	0.266626474	2.26465E-06
653	0.785516661	5.870098591	0.000294711	0.000838827	1.34866E-06	1.00684E-05	0.000225941	0.729057783	0.270932149	2.37523E-06
654	0.786719596	5.82482481	0.000293154	0.000837818	1.49684E-06	8.39885E-06	0.000208681	0.749152583	0.250839018	1.85837E-06
655	0.787922531	5.83483839	0.0002916	0.000836811	1.46272E-06	8.74406E-06	0.00021211	0.74479463	0.255196626	1.97075E-06
656	0.789125466	5.848165512	0.000290047	0.000835805	1.41852E-06	9.22417E-06	0.00021681	0.738917924	0.261072852	2.12196E-06
657	0.790328401	5.852660656	0.000288496	0.0008348	1.40391E-06	9.3916E-06	0.000218234	0.73691613	0.263074479	2.17341E-06
658	0.791531336	5.841546536	0.000286947	0.000833797	1.4403E-06	8.98272E-06	0.000213821	0.741847522	0.258143495	2.04662E-06
659	0.792734272	5.873736382	0.0002854	0.000832794	1.33741E-06	1.02152E-05	0.000225698	0.727399954	0.272589831	2.41781E-06
660	0.793937207	5.868261337	0.000283854	0.000831793	1.35437E-06	9.99497E-06	0.000223335	0.729892652	0.270097353	2.35379E-06
661	0.795140142	5.857326031	0.000282311	0.000830793	1.38891E-06	9.56837E-06	0.000218929	0.734828119	0.265162312	2.22705E-06
662	0.796343077	5.808316231	0.000280769	0.000829794	1.55483E-06	7.85752E-06	0.000200738	0.756228355	0.243763787	1.67522E-06
663	0.797546012	5.822139263	0.00027923	0.000828797	1.50612E-06	8.30847E-06	0.000205447	0.75031289	0.249678801	1.8284E-06
664	0.798748947	5.799572468	0.000277692	0.0008278	1.58645E-06	7.58426E-06	0.000197164	0.759920807	0.240071609	1.57921E-06
665	0.799951883	5.827217102	0.000276156	0.000826805	1.48862E-06	8.48014E-06	0.000206784	0.748115963	0.251875557	1.88513E-06
666	0.801154818	5.795823097	0.000274621	0.000825811	1.60021E-06	7.46985E-06	0.000195374	0.761492379	0.238500151	1.53825E-06
667	0.802357753	5.791152	0.000273089	0.000824818	1.61751E-06	7.32958E-06	0.000193513	0.763440393	0.236552278	1.48736E-06
668	0.803560688	5.773731709	0.000271559	0.000823827	1.68371E-06	6.82805E-06	0.000187307	0.770608048	0.229385124	1.29908E-06
669	0.804763623	5.831705093	0.00027003	0.000822836	1.47331E-06	8.63464E-06	0.000207406	0.746163589	0.253827777	1.93548E-06
670	0.805966558	5.786023617	0.000268503	0.000821847	1.63673E-06	7.17844E-06	0.000191044	0.765566432	0.23442639	1.4317E-06
671	0.807169494	5.779610157	0.000266978	0.000820859	1.66108E-06	6.99356E-06	0.00018862	0.768206506	0.2317865	1.36237E-06
672	0.808372429	5.753234863	0.000265455	0.000819872	1.76508E-06	6.27943E-06	0.000179565	0.778844418	0.221149303	1.0802E-06
673	0.809575364	5.791113377	0.000263934	0.000818886	1.61766E-06	7.32843E-06	0.000192097	0.763456454	0.236536217	1.48694E-06
674	0.810778299	5.804675102	0.000262414	0.000817902	1.56792E-06	7.74262E-06	0.000196565	0.75777065	0.242221608	1.63516E-06
675	0.811981234	5.799595356	0.000260896	0.000816919	1.58637E-06	7.58496E-06	0.000194559	0.759911191	0.240081224	1.57947E-06
676	0.813184169	5.781229496	0.00025938	0.000815937	1.6549E-06	7.03981E-06	0.000188028	0.767541876	0.232451084	1.37984E-06
677	0.814387105	5.760947228	0.000257866	0.000814956	1.73401E-06	6.48079E-06	0.000181014	0.775770383	0.224223136	1.16225E-06
678	0.81559004	5.798844814	0.000256354	0.000813976	1.58911E-06	7.56193E-06	0.000193593	0.76022636	0.239766078	1.57125E-06
679	0.816792975	5.788567543	0.000254844	0.000812997	1.62717E-06	7.25304E-06	0.000189835	0.764513474	0.235479273	1.45929E-06
680	0.81799591	5.766976833	0.000253335	0.00081202	1.71011E-06	6.64244E-06	0.000182349	0.773345993	0.226647364	1.22665E-06
681	0.819198845	5.73903513	0.000251828	0.000811044	1.82375E-06	5.92409E-06	0.000173027	0.784424963	0.215569113	9.30003E-07
682	0.82040178	5.716999054	0.000250323	0.000810069	1.91867E-06	5.41011E-06	0.000165871	0.792881579	0.207113011	6.98831E-07
683	0.821604716	5.731807232	0.00024882	0.000809095	1.85435E-06	5.75061E-06	0.00017031	0.787226061	0.212768188	8.53943E-07
684	0.822807651	5.751299858	0.000247319	0.000808122	1.77296E-06	6.22985E-06	0.000176339	0.779610929	0.220382841	1.05967E-06
685	0.824010586	5.692982674	0.000245819	0.000807151	2.02776E-06	4.89824E-06	0.000157945	0.80181617	0.198178932	4.48916E-07
686	0.825213521	5.707318783	0.000244322	0.00080618	1.96192E-06	5.19796E-06	0.00016209	0.796518196	0.203476606	5.97884E-07
687	0.826416456	5.704731464	0.000242826	0.000805211	1.97364E-06	5.14261E-06	0.000161105	0.797482092	0.202512765	5.70955E-07
688	0.827619391	5.740614414	0.000241332	0.000804243	1.81713E-06	5.96265E-06	0.000172063	0.783809379	0.216184658	9.46655E-07
689	0.828822326	5.693032742	0.000239839	0.000803276	2.02753E-06	4.89926E-06	0.000157192	0.801797849	0.198197252	4.49435E-07
690	0.830025262	5.687566757	0.000238349	0.00080231	2.05321E-06	4.78935E-06	0.000155376	0.803790429	0.196204782	3.92774E-07
691	0.831228197	5.651723385	0.00023686	0.000801346	2.22985E-06	4.12471E-06	0.00014484	0.816481623	0.183514253	2.23532E-08
692	0.832431132	5.693871021	0.000235373	0.000800382	2.02362E-06	4.91633E-06	0.000156868	0.801490917	0.198504166	4.58131E-07
693	0.833634067	5.680892944	0.000233888	0.00079942	2.085E-06	4.65833E-06	0.000152849	0.806202732	0.193792609	3.23677E-07
694	0.834837002	5.659198761	0.000232404	0.000798459	2.1918E-06	4.25562E-06	0.000146419	0.813888362	0.186107382	9.95105E-08
695	0.836039937	5.639631748	0.000230923	0.000797499	2.29281E-06	3.92106E-06	0.000140773	0.820616841	0.179379238	-1.02447E-07
696	0.837242873	5.672118664	0.000229443	0.000796541	2.12756E-06	4.49126E-06	0.000149749	0.80933989	0.190655619	2.32946E-07
697	0.838445808	5.638761044	0.000227965	0.000795583	2.29741E-06	3.90678E-06	0.00014019	0.820911785	0.179084308	-1.11435E-07
698	0.839648743	5.673223496	0.000226489	0.000794626	2.12215E-06	4.51198E-06	0.000149702	0.808947014	0.191048474	2.44365E-07
699	0.840851678	5.635461807	0.000225014	0.000793671	2.31493E-06	3.85309E-06	0.000138945	0.822025932	0.177970215	-1.45499E-07
700	0.842054613	5.67166996	0.000223541	0.000792717	2.12976E-06	4.48287E-06	0.000148892	0.809499271	0.190496246	2.28309E-07
701	0.843257548	5.65658617	0.00022207	0.000791764	2.20503E-06	4.20942E-06	0.000144439	0.814797888	0.185197903	7.25424E-08
702	0.844460484	5.633603573	0.000220601	0.000790812	2.32486E-06	3.82316E-06	0.000137932	0.82265106	0.177345117	-1.64688E-07
703	0.845663419	5.610788822	0.000219134	0.000789861	2.45025E-06	3.47339E-06	0.000131686	0.830186124	0.169810403	-4.0064E-07
704	0.846866354	5.641401291	0.000217668	0.000788912	2.28349E-06	3.95025E-06	0.000139715	0.820016255	0.179979795	-8.41802E-08
705	0.848069289	5.634129524	0.000216204	0.000787963	2.32204E-06	3.83161E-06	0.000137569	0.8224743	0.177521869	-1.59256E-07
706	0.849272224	5.646657467	0.000214742	0.000787016	2.25602E-06	4.03819E-06	0.000140813	0.818223046	0.181772916	-2.99295E-08
707	0.850475159	5.605603218	0.000213282	0.00078607	2.47969E-06	3.39827E-06	0.000129695	0.831862836	0.168133766	-4.544E-07
708	0.851678095	5.589443207	0.000211823	0.000785125	2.57369E-06	3.17405E-06	0.000125405	0.837003293	0.162993533	-6.22386E-07
709	0.85288103	5.584664822	0.000210366	0.000784181	2.60217E-06	3.11051E-06	0.00012405	0.838498838	0.161498051	-6.72212E-07
710	0.854083965	5.58193779	0.000208911	0.000783238	2.61856E-06	3.0748E-06	0.000123217	0.839347371	0.160649554	-7.00684E-07
711	0.8552869	5.582072735	0.000207458	0.000782297	2.61774E-06	3.07656E-06	0.000123099	0.839305467	0.160691456	-6.99275E-07
712	0.856489835	5.583988667	0.000206006	0.000781356	2.60622E-06	3.10162E-06	0.000123425	0.838709565	0.161287334	-6.79269E-07
713	0.85769277	5.602702141	0.000204556	0.000780417	2.49631E-06	3.35693E-06	0.000128	0.832795093	0.16720155	-4.84504E-07
714	0.858895706	5.602909088	0.000203108	0.000779479	2.49512E-06	3.35986E-06	0.000127896	0.832728728	0.167267912	-4.82356E-07
715	0.860098641	5.529559612	0.000201662	0.000778541	2.9542E-06	2.46072E-06	0.000109976	0.854952866	0.145044673	-1.25424E-06
716	0.861301576	5.527619839	0.000200217	0.000777605	2.96743E-06	2.44041E-06	0.000109397	0.855505881	0.144491679	-1.27504E-06
717	0.862504511	5.567423821	0.000198774	0.000776671	2.70755E-06	2.89127E-06	0.000118612	0.843802928	0.15619418	-8.52712E-07
718	0.863707446	5.584610939	0.000197333	0.000775737	2.60249E-06	3.1098E-06	0.000122673	0.838515639	0.161481251	-6.72774E-07
