time (s)	time(hydraulic residence times)	pH probe (pH)	ANC_out	C_T	[H^+] concentration (M)	alpha 2	ANC_out closed	alpha 0	alpha 1	ANC_out open
96	0.115481776	7.413322926	0.001530261	0.001639324	3.8608E-08	0.001203846	0.001524409	0.071437279	0.927358875	0.000130372
97	0.116684711	7.383603573	0.001527219	0.001637353	4.13425E-08	0.001118649	0.001514753	0.076117902	0.922763449	0.000121723
98	0.117887646	7.400310516	0.00152418	0.001635384	3.97823E-08	0.001165819	0.001517379	0.073453095	0.925381086	0.000126512
99	0.119090581	7.360476971	0.001521146	0.001633418	4.36037E-08	0.001056302	0.001504733	0.079952895	0.918990803	0.000115391
100	0.120293516	7.410968781	0.001518115	0.001631455	3.88178E-08	0.001196881	0.001516491	0.071798154	0.927004965	0.000129665
101	0.121496451	7.360451698	0.001515088	0.001629493	4.36062E-08	0.001056236	0.00150111	0.079957181	0.918986583	0.000115385
102	0.122699387	7.384174824	0.001512064	0.001627534	4.12881E-08	0.001120232	0.001505825	0.076025341	0.922854427	0.000121883
103	0.123902322	7.331388474	0.001509044	0.001625578	4.66242E-08	0.000982495	0.001489126	0.085026347	0.913991158	0.000107894
104	0.125105257	7.376861572	0.001506027	0.001623623	4.19893E-08	0.001100126	0.001500233	0.077218152	0.921681722	0.000119842
105	0.126308192	7.329397678	0.001503015	0.001621671	4.68384E-08	0.000977624	0.001484959	0.085384028	0.913638347	0.000107399
106	0.127511127	7.393315315	0.001500005	0.001619722	4.04282E-08	0.001145846	0.001501021	0.074558251	0.924295903	0.000124484
107	0.128714062	7.337685108	0.001497	0.001617775	4.59531E-08	0.000998051	0.001483823	0.083903966	0.915097983	0.000109474
108	0.129916997	7.360591412	0.001493998	0.00161583	4.35922E-08	0.001056602	0.001488564	0.079933491	0.919009906	0.000115422
109	0.131119933	7.345540047	0.001491	0.001613887	4.51294E-08	0.001017779	0.001482524	0.082522667	0.916459554	0.000111479
110	0.132322868	7.348297596	0.001488005	0.001611947	4.48438E-08	0.00102479	0.001481529	0.082042671	0.916932539	0.000112191
111	0.133525803	7.319070816	0.001485014	0.001610009	4.79655E-08	0.000952717	0.001471212	0.087261376	0.911785907	0.000104868
112	0.134728738	7.320158482	0.001482026	0.001608073	4.78455E-08	0.000955312	0.001469769	0.087061904	0.911982785	0.000105132
113	0.135931673	7.296634674	0.001479042	0.00160614	5.05086E-08	0.000900624	0.001460822	0.09146908	0.907630296	9.95725E-05
114	0.137134608	7.320538044	0.001476062	0.001604209	4.78037E-08	0.000956219	0.001466351	0.086992391	0.91205139	0.000105224
115	0.138337544	7.295781136	0.001473085	0.001602281	5.0608E-08	0.000898696	0.001457046	0.091632698	0.907468606	9.93764E-05
116	0.139540479	7.293220997	0.001470112	0.001600354	5.09072E-08	0.000892935	0.001454496	0.092125039	0.906982027	9.87906E-05
117	0.140743414	7.318892002	0.001467143	0.00159843	4.79853E-08	0.00095229	0.001460579	0.08729421	0.9117535	0.000104825
118	0.141946349	7.285849571	0.001464177	0.001596509	5.17786E-08	0.000876537	0.001448687	0.093555921	0.905567542	9.7123E-05
119	0.143149284	7.272642136	0.001461214	0.001594589	5.33775E-08	0.000847855	0.001442725	0.096169482	0.902982663	9.42052E-05
120	0.144352219	7.2597332	0.001458255	0.001592672	5.49879E-08	0.000820663	0.001436771	0.098786753	0.900392584	9.14381E-05
121	0.145555155	7.29217577	0.0014553	0.001590758	5.10298E-08	0.000890592	0.00144545	0.092326728	0.906782679	9.85524E-05
122	0.14675809	7.266543865	0.001452348	0.001588845	5.41323E-08	0.000834907	0.001435552	0.097398097	0.901766996	9.28877E-05
123	0.147961025	7.272841454	0.0014494	0.001586935	5.3353E-08	0.000848281	0.001435864	0.09612956	0.903022159	9.42486E-05
124	0.14916396	7.234284401	0.001446455	0.001585027	5.83063E-08	0.000769405	0.001421307	0.104132486	0.895098108	8.62186E-05
125	0.150366895	7.270027638	0.001443514	0.001583122	5.36998E-08	0.000842281	0.001431508	0.09669452	0.902463198	9.36381E-05
126	0.15156983	7.24167347	0.001440576	0.001581218	5.73227E-08	0.000783975	0.001420414	0.102554573	0.896661453	8.77026E-05
127	0.152772766	7.272494793	0.001437642	0.001579318	5.33956E-08	0.00084754	0.001428861	0.096199003	0.902953457	9.41732E-05
128	0.153975701	7.252105713	0.001434712	0.001577419	5.59621E-08	0.000804979	0.001420497	0.100362831	0.89883219	8.98414E-05
129	0.155178636	7.263383389	0.001431785	0.001575522	5.45276E-08	0.000828269	0.001422492	0.098040324	0.901131407	9.22122E-05
130	0.156381571	7.231632233	0.001428861	0.001573628	5.86635E-08	0.000764237	0.001410177	0.104704056	0.894531707	8.56921E-05
131	0.157584506	7.275131226	0.001425941	0.001571737	5.30724E-08	0.000853193	0.001422842	0.095671994	0.903474813	9.47483E-05
132	0.158787441	7.208854199	0.001423025	0.001569847	6.18224E-08	0.000721149	0.001398823	0.109727802	0.889551049	8.13003E-05
133	0.159990377	7.234183788	0.001420112	0.00156796	5.83198E-08	0.000769208	0.001405969	0.104154119	0.895076672	8.61986E-05
134	0.161193312	7.191920757	0.001417202	0.001566075	6.42805E-08	0.000690578	0.001389344	0.113598186	0.885711236	7.81817E-05
135	0.162396247	7.223015785	0.001414296	0.001564192	5.9839E-08	0.000747666	0.001398757	0.106580126	0.892672208	8.40035E-05
136	0.163599182	7.196320534	0.001411394	0.001562311	6.36326E-08	0.000698405	0.001387609	0.112581267	0.886720328	7.89803E-05
137	0.164802117	7.21922493	0.001408495	0.001560433	6.03636E-08	0.000740481	0.00139408	0.107414842	0.891844676	8.32712E-05
138	0.166005052	7.181890011	0.001405599	0.001558557	6.57824E-08	0.000673035	0.001378983	0.115946532	0.883380433	7.63909E-05
139	0.167207987	7.213120937	0.001402707	0.001556683	6.1218E-08	0.000729046	0.001388599	0.108770965	0.890499989	8.21055E-05
140	0.168410923	7.170811653	0.001399819	0.001554812	6.74821E-08	0.000654135	0.001371526	0.118588994	0.88075687	7.44607E-05
141	0.169613858	7.202598572	0.001396933	0.001552943	6.27193E-08	0.000709714	0.001381541	0.111143979	0.888146307	8.0134E-05
142	0.170816793	7.164600372	0.001394052	0.001551076	6.84541E-08	0.000643753	0.001365878	0.120093208	0.879263039	7.33999E-05
143	0.172019728	7.189070225	0.001391174	0.001549211	6.47038E-08	0.000685551	0.001373348	0.114261292	0.885053157	7.76685E-05
144	0.173222663	7.151160717	0.001388299	0.001547349	7.06056E-08	0.000621802	0.001357432	0.123404339	0.87597386	7.11558E-05
145	0.174425598	7.171073437	0.001385428	0.001545488	6.74414E-08	0.000654576	0.0013634	0.118525956	0.880819467	7.45058E-05
146	0.175628534	7.111091614	0.00138256	0.00154363	7.74298E-08	0.000560347	0.001338096	0.133743817	0.865695836	6.48634E-05
147	0.176831469	7.146524906	0.001379696	0.001541775	7.13633E-08	0.00061439	0.00135074	0.124564515	0.874821095	7.03978E-05
148	0.178034404	7.156384945	0.001376835	0.001539921	6.97614E-08	0.000630252	0.001352928	0.122108032	0.877261716	7.20199E-05
149	0.179237339	7.149177074	0.001373977	0.00153807	7.09289E-08	0.00061862	0.001348525	0.123899633	0.875481746	7.08305E-05
150	0.180440274	7.143206596	0.001371123	0.001536221	7.19107E-08	0.000609134	0.00134458	0.125400697	0.873990168	6.98601E-05
151	0.181643209	7.149856567	0.001368273	0.001534374	7.0818E-08	0.000619708	0.001345547	0.123729779	0.875650512	7.09418E-05
152	0.182846145	7.140451431	0.001365425	0.001532529	7.23683E-08	0.000604802	0.001340272	0.126098618	0.87329658	6.94168E-05
153	0.18404908	7.127818584	0.001362582	0.001530687	7.45043E-08	0.000585295	0.001333661	0.129341323	0.870073383	6.74198E-05
154	0.185252015	7.114013195	0.001359741	0.001528847	7.69107E-08	0.000564633	0.001326479	0.132965844	0.866469522	6.53029E-05
155	0.18645495	7.111097336	0.001356904	0.001527009	7.74288E-08	0.000560355	0.00132369	0.13374229	0.865697355	6.48643E-05
156	0.187657885	7.122229576	0.001354071	0.001525173	7.54693E-08	0.000576848	0.001326619	0.13079845	0.868624701	6.65546E-05
157	0.18886082	7.104022503	0.001351241	0.001523339	7.87005E-08	0.000550097	0.001317597	0.135642131	0.863807772	6.38123E-05
158	0.190063756	7.121100903	0.001348414	0.001521508	7.56657E-08	0.000575156	0.001322978	0.131094396	0.868330448	6.63813E-05
159	0.191266691	7.089663506	0.001345591	0.001519679	8.13461E-08	0.000529801	0.001308427	0.139567917	0.859902282	6.17293E-05
160	0.192469626	7.126233101	0.001342771	0.001517852	7.47768E-08	0.000582887	0.001321849	0.12975327	0.869663842	6.71732E-05
161	0.193672561	7.085433483	0.001339955	0.001516027	8.21422E-08	0.000523953	0.001303492	0.140742412	0.858733635	6.11286E-05
162	0.194875496	7.132146835	0.001337141	0.001514204	7.37655E-08	0.000591913	0.001321007	0.128222399	0.871185689	6.80975E-05
163	0.196078431	7.099087715	0.001334332	0.001512384	7.95999E-08	0.000543044	0.001306084	0.136980714	0.862476242	6.30886E-05
164	0.197281367	7.119280815	0.001331525	0.001510566	7.59835E-08	0.000572437	0.001312737	0.131572831	0.867854731	6.61027E-05
165	0.198484302	7.08983326	0.001328722	0.00150875	8.13143E-08	0.000530037	0.001299089	0.139520955	0.859949008	6.17535E-05
166	0.199687237	7.127819538	0.001325923	0.001506936	7.45041E-08	0.000585296	0.001312969	0.129341075	0.870073629	6.74199E-05
167	0.200890172	7.085503101	0.001323126	0.001505124	8.21291E-08	0.000524048	0.001294147	0.140723016	0.858752936	6.11385E-05
168	0.202093107	7.115355492	0.001320334	0.001503315	7.66734E-08	0.000566613	0.001304866	0.132609696	0.866823691	6.55057E-05
169	0.203296042	7.077094555	0.001317544	0.001501507	8.37347E-08	0.000512595	0.001287474	0.143081956	0.85640545	5.99615E-05
170	0.204498978	7.10913229	0.001314758	0.001499702	7.778E-08	0.000557489	0.001299228	0.134267707	0.865174804	6.45704E-05
171	0.205701913	7.081349373	0.001311975	0.001497899	8.29183E-08	0.000518362	0.001286185	0.141884219	0.85759742	6.05542E-05
172	0.206904848	7.11917448	0.001309196	0.001496099	7.60021E-08	0.000572279	0.001300122	0.131600829	0.867826893	6.60864E-05
173	0.208107783	7.068672657	0.001306419	0.0014943	8.53743E-08	0.00050135	0.001277694	0.14547754	0.85402111	5.88054E-05
174	0.209310718	7.097085476	0.001303647	0.001492503	7.99677E-08	0.000540205	0.001288095	0.137526989	0.861932806	6.27974E-05
175	0.210513653	7.077562809	0.001300877	0.001490709	8.36445E-08	0.000513226	0.001278414	0.14294973	0.856537043	6.00265E-05
176	0.211716588	7.10323	0.001298111	0.001488917	7.88442E-08	0.000548959	0.001287503	0.135856356	0.863594685	6.36956E-05
177	0.212919524	7.052268505	0.001295348	0.001487127	8.86608E-08	0.000480087	0.001264441	0.150239051	0.849280862	5.66167E-05
178	0.214122459	7.076796532	0.001292589	0.001485339	8.37922E-08	0.000512193	0.001273485	0.143166164	0.856321643	5.99202E-05
179	0.215325394	7.047678471	0.001289832	0.001483553	8.96028E-08	0.000474285	0.001259381	0.151594117	0.847931598	5.60189E-05
180	0.216528329	7.069757462	0.00128708	0.00148177	8.51614E-08	0.000502786	0.001267443	0.145167115	0.854330099	5.8953E-05
181	0.217731264	7.043455601	0.00128433	0.001479988	9.04783E-08	0.000469003	0.001254487	0.152849633	0.846681364	5.54745E-05
182	0.218934199	7.025457382	0.001281584	0.001478209	9.43067E-08	0.000447081	0.001244887	0.158296407	0.841256513	5.32126E-05
183	0.220137135	7.026579857	0.001278841	0.001476432	9.40633E-08	0.00044842	0.001243901	0.15795216	0.841599419	5.33509E-05
184	0.22134007	7.042740822	0.001276101	0.001474657	9.06273E-08	0.000468114	0.001249652	0.153062987	0.846468899	5.53829E-05
185	0.222543005	7.01907444	0.001273365	0.001472884	9.5703E-08	0.000439531	0.001237488	0.160265543	0.839294927	5.24327E-05
186	0.22374594	7.00235796	0.001270632	0.001471114	9.94585E-08	0.000420298	0.00122824	0.165516407	0.834063295	5.04435E-05
187	0.224948875	7.005122185	0.001267902	0.001469345	9.88275E-08	0.000423425	0.001228058	0.164638716	0.83493786	5.07671E-05
188	0.22615181	6.990754128	0.001265176	0.001467578	1.02152E-07	0.000407395	0.001219797	0.169241751	0.830350854	4.91069E-05
189	0.227354746	7.020234585	0.001262452	0.001465814	9.54477E-08	0.000440894	0.001232077	0.159906171	0.839652934	5.25736E-05
190	0.228557681	6.985305786	0.001259732	0.001464052	1.03441E-07	0.00040146	0.00121426	0.171013796	0.828584744	4.84915E-05
191	0.229760616	6.993460178	0.001257016	0.001462292	1.01517E-07	0.000410372	0.001216687	0.168367066	0.831222562	4.94154E-05
192	0.230963551	6.959582806	0.001254302	0.001460534	1.09753E-07	0.000374474	0.001198781	0.179579047	0.820046479	4.5688E-05
193	0.232166486	7.00571394	0.001251592	0.001458778	9.86929E-08	0.000424097	0.001219501	0.164451309	0.835124594	5.08367E-05
194	0.233369421	6.979435444	0.001248885	0.001457024	1.04849E-07	0.000395153	0.001205613	0.17293953	0.826665317	4.78371E-05
195	0.234572357	6.992089272	0.001246182	0.001455273	1.01838E-07	0.000408861	0.0012102	0.168809737	0.830781401	4.92589E-05
196	0.235775292	6.952180386	0.001243481	0.001453523	1.1164E-07	0.000367014	0.00118934	0.182105128	0.817527858	4.49114E-05
197	0.236978227	6.98350811	0.001240784	0.001451776	1.0387E-07	0.000399519	0.001203221	0.1716017	0.82799878	4.82902E-05
198	0.238181162	6.958451748	0.00123809	0.00145003	1.10039E-07	0.000373325	0.0011896	0.179963243	0.819663431	4.55685E-05
199	0.239384097	7.00032711	0.001235399	0.001448287	9.99247E-08	0.000418013	0.00120824	0.166163624	0.833418363	5.0207E-05
200	0.240587032	6.943795681	0.001232712	0.001446546	1.13816E-07	0.000358726	0.001179428	0.184999653	0.814641621	4.40476E-05
201	0.241789968	6.999721527	0.001230028	0.001444807	1.00064E-07	0.000417334	0.001205056	0.16635701	0.833225655	5.01366E-05
202	0.242992903	6.973257065	0.001227347	0.00144307	1.06351E-07	0.00038861	0.001191103	0.174984781	0.824626608	4.71577E-05
203	0.244195838	6.986647129	0.001224669	0.001441335	1.03122E-07	0.000402914	0.001196052	0.17057617	0.829020916	4.86423E-05
204	0.245398773	6.976682663	0.001221995	0.001439602	1.05516E-07	0.000392226	0.001189883	0.17384845	0.825759324	4.75332E-05
205	0.246601708	6.981622696	0.001219323	0.001437871	1.04322E-07	0.000397493	0.001190804	0.172220018	0.82738249	4.80799E-05
206	0.247804643	6.919012547	0.001216655	0.001436143	1.205E-07	0.000335193	0.001158316	0.193762544	0.805902263	4.15893E-05
207	0.249007578	6.956752777	0.00121399	0.001434416	1.10471E-07	0.000371606	0.001175958	0.180541552	0.819086842	4.53895E-05
208	0.250210514	6.940312386	0.001211329	0.001432692	1.14733E-07	0.000355331	0.001166388	0.186212544	0.813432124	4.36936E-05
209	0.251413449	6.966253758	0.00120867	0.001430969	1.0808E-07	0.000381312	0.001177751	0.177326085	0.822292603	4.63992E-05
210	0.252616384	6.930253029	0.001206015	0.001429249	1.17421E-07	0.00034569	0.001158511	0.189749609	0.8099047	4.2687E-05
211	0.253819319	6.950155258	0.001203363	0.001427531	1.12162E-07	0.000364997	0.001167075	0.182800994	0.816834009	4.47013E-05
212	0.255022254	6.939105034	0.001200714	0.001425815	1.15052E-07	0.000354162	0.001160185	0.186634374	0.813011464	4.35715E-05
213	0.256225189	6.938168049	0.001198068	0.0014241	1.15301E-07	0.000353256	0.001158322	0.186962249	0.812684494	4.34771E-05
214	0.257428125	6.914893627	0.001195426	0.001422388	1.21648E-07	0.000331418	0.0011451	0.195249068	0.804419514	4.11942E-05
215	0.25863106	6.930056572	0.001192786	0.001420678	1.17474E-07	0.000345504	0.001151465	0.189819197	0.809835299	4.26676E-05
216	0.259833995	6.92160511	0.00119015	0.00141897	1.19783E-07	0.000337589	0.001145791	0.192831299	0.806831113	4.184E-05
217	0.26103693	6.922050476	0.001187517	0.001417265	1.1966E-07	0.000338002	0.001144641	0.192671667	0.806990331	4.18832E-05
218	0.262239865	6.931409836	0.001184887	0.001415561	1.17109E-07	0.000346787	0.001147997	0.189340252	0.810312962	4.28016E-05
219	0.2634428	6.901051521	0.00118226	0.001413859	1.25588E-07	0.000319008	0.001131057	0.200307873	0.79937312	3.98931E-05
220	0.264645736	6.929315567	0.001179637	0.001412159	1.17675E-07	0.000344804	0.001144188	0.190081844	0.809573352	4.25944E-05
221	0.265848671	6.931628227	0.001177017	0.001410461	1.1705E-07	0.000346994	0.001143971	0.189263046	0.81038996	4.28232E-05
222	0.267051606	6.940010071	0.001174399	0.001408766	1.14813E-07	0.000355038	0.00114676	0.186318099	0.813326862	4.3663E-05
223	0.268254541	6.875513077	0.001171785	0.001407072	1.33195E-07	0.000297189	0.001112091	0.209897388	0.789805423	3.75984E-05
224	0.269457476	6.92594862	0.001169174	0.001405381	1.18591E-07	0.000341636	0.001137007	0.191278753	0.808379611	4.22633E-05
225	0.270660411	6.892799377	0.001166566	0.001403691	1.27997E-07	0.000311807	0.00111861	0.203370139	0.796318054	3.91369E-05
226	0.271863347	6.924939156	0.001163962	0.001402003	1.18867E-07	0.000340692	0.001133768	0.191638723	0.808020585	4.21646E-05
227	0.273066282	6.877192497	0.00116136	0.001400318	1.32681E-07	0.000298582	0.001107653	0.20925656	0.790444858	3.77452E-05
228	0.274269217	6.906197071	0.001158762	0.001398634	1.24109E-07	0.000323572	0.001121532	0.198415976	0.801260452	4.03719E-05
229	0.275472152	6.875048161	0.001156167	0.001396953	1.33337E-07	0.000296805	0.001103844	0.210075044	0.789628152	3.75578E-05
230	0.276675087	6.906036854	0.001153574	0.001395274	1.24155E-07	0.000323429	0.001118755	0.198474681	0.801201891	4.03569E-05
231	0.277878022	6.861448288	0.001150985	0.001393596	1.37579E-07	0.000285747	0.001093859	0.215320678	0.784393574	3.63907E-05
232	0.279080958	6.903633118	0.001148399	0.001391921	1.24844E-07	0.00032129	0.001114834	0.199356997	0.800321713	4.01326E-05
233	0.280283893	6.858325958	0.001145817	0.001390247	1.38572E-07	0.000283261	0.001089533	0.216538316	0.783178423	3.61279E-05
234	0.281486828	6.875412941	0.001143237	0.001388576	1.33225E-07	0.000297106	0.001097419	0.209935643	0.78976725	3.75896E-05
235	0.282689763	6.862582207	0.00114066	0.001386907	1.3722E-07	0.000286655	0.001089222	0.214879706	0.784833638	3.64867E-05
236	0.283892698	6.888342381	0.001138087	0.001385239	1.29318E-07	0.000307978	0.001101587	0.205038506	0.794653516	3.87344E-05
237	0.285095633	6.869045258	0.001135516	0.001383574	1.35193E-07	0.000291878	0.001090075	0.212378802	0.78732932	3.70382E-05
238	0.286298569	6.909990311	0.001132949	0.001381911	1.2303E-07	0.000326974	0.001110043	0.197029916	0.802643111	4.07286E-05
239	0.287501504	6.875487804	0.001130385	0.001380249	1.33202E-07	0.000297168	0.001090877	0.209907042	0.789795789	3.75962E-05
240	0.288704439	6.891120434	0.001127823	0.00137859	1.28493E-07	0.00031036	0.001097738	0.203997421	0.795692219	3.89848E-05
241	0.289907374	6.833565235	0.001125265	0.001376932	1.46702E-07	0.00026421	0.001065521	0.226370343	0.773365446	3.41085E-05
242	0.291110309	6.854837418	0.00112271	0.001375277	1.39689E-07	0.000280505	0.001075916	0.217904649	0.781814846	3.58364E-05
243	0.292313244	6.838643551	0.001120158	0.001373624	1.44996E-07	0.000268023	0.001065773	0.224328396	0.775403581	3.45134E-05
244	0.293516179	6.883468151	0.00111761	0.001371972	1.30777E-07	0.000303839	0.001088509	0.206874649	0.792821512	3.82988E-05
245	0.294719115	6.842782497	0.001115064	0.001370323	1.43621E-07	0.000271165	0.001065485	0.222673864	0.777054971	3.48469E-05
246	0.29592205	6.827326775	0.001112521	0.001368676	1.48824E-07	0.000259593	0.001055664	0.22889671	0.770843697	3.36175E-05
247	0.297124985	6.814911366	0.001109981	0.00136703	1.5314E-07	0.000250615	0.001047423	0.233983259	0.765766126	3.2661E-05
248	0.29832792	6.839125156	0.001107445	0.001365387	1.44835E-07	0.000268387	0.001059646	0.224135428	0.775596186	3.45521E-05
249	0.299530855	6.848629475	0.001104911	0.001363745	1.417E-07	0.000275661	0.001063547	0.220351413	0.779372926	3.53234E-05
250	0.30073379	6.845752716	0.00110238	0.001362106	1.42642E-07	0.000273441	0.00106071	0.221491902	0.778234658	3.50882E-05
251	0.301936726	6.832741737	0.001099853	0.001360468	1.4698E-07	0.000263597	0.001052326	0.2267027	0.773033704	3.40433E-05
252	0.303139661	6.828536987	0.001097328	0.001358833	1.4841E-07	0.000260483	0.001048741	0.22840507	0.771334447	3.37122E-05
253	0.304342596	6.839430332	0.001094807	0.001357199	1.44734E-07	0.000268617	0.001053457	0.224013212	0.775718171	3.45766E-05
254	0.305545531	6.823219776	0.001092289	0.001355567	1.50238E-07	0.000256592	0.001043277	0.230570688	0.769172719	3.32981E-05
255	0.306748466	6.829046249	0.001089773	0.001353938	1.48236E-07	0.000260859	0.001045244	0.228198408	0.771540733	3.37522E-05
256	0.307951401	6.819616795	0.001087261	0.00135231	1.5149E-07	0.000253985	0.001038769	0.232046274	0.767699741	3.30203E-05
257	0.309154337	6.815188408	0.001084752	0.001350684	1.53042E-07	0.000250813	0.001035052	0.233868904	0.765880283	3.2682E-05
258	0.310357272	6.820819378	0.001082245	0.00134906	1.51071E-07	0.000254853	0.00103694	0.23155303	0.768192117	3.31128E-05
259	0.311560207	6.823606014	0.001079742	0.001347438	1.50105E-07	0.000256873	0.001037234	0.230412897	0.76933023	3.3328E-05
260	0.312763142	6.774048328	0.001077242	0.001345819	1.68249E-07	0.000222968	0.001007842	0.251272996	0.748504036	2.96974E-05
261	0.313966077	6.841086388	0.001074744	0.001344201	1.44183E-07	0.000269874	0.00104426	0.223350825	0.776379302	3.47099E-05
262	0.315169012	6.82982254	0.00107225	0.001342585	1.47971E-07	0.000261432	0.001036902	0.227883637	0.771854931	3.38131E-05
263	0.316371948	6.856007576	0.001069759	0.001340971	1.39313E-07	0.000281427	0.001049692	0.217445649	0.782272924	3.59339E-05
264	0.317574883	6.807648182	0.001067271	0.001339358	1.55723E-07	0.000245491	0.001022174	0.23699511	0.762759399	3.21138E-05
265	0.318777818	6.849119663	0.001064785	0.001337748	1.4154E-07	0.000276041	0.001043531	0.220157499	0.779566461	3.53637E-05
266	0.319980753	6.819093704	0.001062303	0.00133614	1.51672E-07	0.000253608	0.00102606	0.23226105	0.767485341	3.29802E-05
267	0.321183688	6.863794327	0.001059824	0.001334534	1.36838E-07	0.000287628	0.001048718	0.214409048	0.785303324	3.65895E-05
268	0.322386623	6.856045723	0.001057347	0.001332929	1.39301E-07	0.000281457	0.001043417	0.217430698	0.782287845	3.59371E-05
269	0.323589559	6.878035069	0.001054874	0.001331327	1.32423E-07	0.000299283	0.001053507	0.208935596	0.790765121	3.78191E-05
270	0.324792494	6.826510429	0.001052404	0.001329726	1.49104E-07	0.000258994	0.001025177	0.229228764	0.770512241	3.35538E-05
271	0.325995429	6.845860481	0.001049936	0.001328128	1.42607E-07	0.000273524	0.001034306	0.221449102	0.778277374	3.5097E-05
272	0.327198364	6.828233719	0.001047472	0.001326531	1.48514E-07	0.00026026	0.001023645	0.228528201	0.771211539	3.36885E-05
273	0.328401299	6.849022389	0.00104501	0.001324936	1.41572E-07	0.000275965	0.001033485	0.22019597	0.779528065	3.53557E-05
274	0.329604234	6.807303429	0.001042552	0.001323343	1.55846E-07	0.00024525	0.00100976	0.237138732	0.762616017	3.20881E-05
275	0.330807169	6.835539818	0.001040096	0.001321752	1.46036E-07	0.000265687	0.001023872	0.225574823	0.77415949	3.42654E-05
276	0.332010105	6.820083618	0.001037643	0.001320163	1.51327E-07	0.000254322	0.001014328	0.231854718	0.767890961	3.30562E-05
277	0.33321304	6.830548763	0.001035194	0.001318576	1.47724E-07	0.000261969	0.001018748	0.227589445	0.772148586	3.38702E-05
278	0.334415975	6.816675663	0.001032747	0.001316991	1.52519E-07	0.000251874	0.00101004	0.233255675	0.766492451	3.27953E-05
279	0.33561891	6.818273068	0.001030303	0.001315408	1.51959E-07	0.000253019	0.001009693	0.232598275	0.767148706	3.29173E-05
280	0.336821845	6.833552837	0.001027862	0.001313826	1.46706E-07	0.000264201	0.001016677	0.226375344	0.773360455	3.41076E-05
281	0.33802478	6.824072838	0.001025424	0.001312247	1.49943E-07	0.000257213	0.001010393	0.230222284	0.769520503	3.33642E-05
282	0.339227716	6.825191021	0.001022989	0.001310669	1.49558E-07	0.000258029	0.001009777	0.229766158	0.769975813	3.3451E-05
283	0.340430651	6.800078392	0.001020557	0.001309094	1.58461E-07	0.000240249	0.000994918	0.240162415	0.759597336	3.15531E-05
284	0.341633586	6.793121815	0.001018128	0.00130752	1.61019E-07	0.000235519	0.000989873	0.243098549	0.756665932	3.10464E-05
285	0.342836521	6.804765701	0.001015702	0.001305948	1.5676E-07	0.000243483	0.000995099	0.238197777	0.761558739	3.18992E-05
286	0.344039456	6.80493927	0.001013279	0.001304378	1.56697E-07	0.000243604	0.000993997	0.23812524	0.761631156	3.19121E-05
287	0.345242391	6.764228344	0.001010858	0.00130281	1.72096E-07	0.000216739	0.000970042	0.255552123	0.744231139	2.90255E-05
288	0.346445327	6.783378124	0.001008441	0.001301243	1.64673E-07	0.000229032	0.000979703	0.247251792	0.752519177	3.03499E-05
289	0.347648262	6.789467335	0.001006026	0.001299679	1.6238E-07	0.000233067	0.000981914	0.244650704	0.755116229	3.07833E-05
290	0.348851197	6.804405689	0.001003615	0.001298117	1.5689E-07	0.000243234	0.000988935	0.238348281	0.761408486	3.18725E-05
291	0.350054132	6.769634247	0.001001206	0.001296556	1.69967E-07	0.000220149	0.000968454	0.25319056	0.746589291	2.93935E-05
292	0.351257067	6.790122032	0.0009988	0.001294997	1.62135E-07	0.000233505	0.000978738	0.244372145	0.755394351	3.08303E-05
293	0.352460002	6.766082764	0.000996397	0.00129344	1.71363E-07	0.000217903	0.000964118	0.254740395	0.745041702	2.91512E-05
294	0.353662938	6.777089119	0.000993997	0.001291885	1.67075E-07	0.000224929	0.000969152	0.249957639	0.749817432	2.99086E-05
295	0.354865873	6.74060154	0.0009916	0.001290332	1.81718E-07	0.000202373	0.000947184	0.266041866	0.733755761	2.7469E-05
296	0.356068808	6.739485741	0.000989205	0.001288781	1.82186E-07	0.000201716	0.000945397	0.266543981	0.733254303	2.73975E-05
297	0.357271743	6.707196713	0.000986814	0.001287232	1.96247E-07	0.000183491	0.000925182	0.281332728	0.718483782	2.54063E-05
298	0.358474678	6.74137497	0.000984425	0.001285684	1.81395E-07	0.00020283	0.00094422	0.265694172	0.734102998	2.75186E-05
299	0.359677613	6.718676567	0.00098204	0.001284138	1.91128E-07	0.000189797	0.000929798	0.276017967	0.723792235	2.60976E-05
300	0.360880549	6.742133141	0.000979657	0.001282595	1.81078E-07	0.000203278	0.000942388	0.265353619	0.734443102	2.75674E-05
301	0.362083484	6.691767693	0.000977277	0.001281053	2.03344E-07	0.000175304	0.000911446	0.288572966	0.71125173	2.45052E-05
302	0.363286419	6.73441124	0.0009749	0.001279513	1.84327E-07	0.000198751	0.000935659	0.268835125	0.730966125	2.70748E-05
303	0.364489354	6.71922636	0.000972525	0.001277974	1.90886E-07	0.000190104	0.000925658	0.275764996	0.7240449	2.61312E-05
304	0.365692289	6.739237785	0.000970154	0.001276438	1.8229E-07	0.00020157	0.000936198	0.266655644	0.733142786	2.73817E-05
305	0.366895224	7.024034023	0.000967786	0.001274903	9.46163E-08	0.000445387	0.001073112	0.158733805	0.840820808	5.30377E-05
306	0.36809816	6.786138535	0.00096542	0.001273371	1.63629E-07	0.000230853	0.000960223	0.24607035	0.753698796	3.05457E-05
